chrom_ce10	start_ce10	end_ce10	devel_is_dynamic	ageing_is_dynamic	devel_cluster_label	ageing_cluster_label
chrI	110635	110786	False	False	stable	stable
chrI	111206	111357	True	False	.	.
chrI	112379	112530	True	False	.	.
chrI	112713	112864	True	False	.	.
chrI	114694	114845	True	False	.	.
chrI	122407	122558	True	False	Mix2	stable
chrI	123900	124051	True	False	.	.
chrI	124768	124919	True	True	.	.
chrI	126632	126783	True	False	Mix6	stable
chrI	128237	128388	True	False	G1	stable
chrI	128403	128554	True	False	Mix7	stable
chrI	128676	128827	True	False	.	.
chrI	129895	130046	True	False	.	.
chrI	130436	130587	True	False	.	.
chrI	130843	130994	True	False	.	.
chrI	134015	134166	True	False	.	.
chrI	134218	134369	True	False	Mix7	stable
chrI	144716	144867	True	False	.	.
chrI	153759	153910	True	False	.	.
chrI	154098	154249	False	False	.	.
chrI	156031	156182	False	False	.	.
chrI	159357	159508	True	False	.	.
chrI	160122	160273	True	False	.	.
chrI	160806	160957	False	False	.	.
chrI	165888	166039	False	False	.	.
chrI	166970	167121	True	False	H	stable
chrI	168012	168163	True	False	.	.
chrI	168681	168832	False	True	.	.
chrI	169733	169884	True	False	Mix6	stable
chrI	170648	170799	True	False	.	.
chrI	171122	171273	True	False	I1	stable
chrI	171775	171926	True	False	.	.
chrI	172087	172238	False	False	.	.
chrI	172376	172527	True	True	I2	Mix4
chrI	172819	172970	True	True	.	.
chrI	173207	173358	True	True	Mix6	Mix3
chrI	176780	176931	True	True	.	.
chrI	177363	177514	True	False	I2	stable
chrI	178073	178224	True	False	.	.
chrI	178419	178570	True	False	.	.
chrI	179271	179422	True	False	.	.
chrI	180176	180327	False	False	stable	stable
chrI	182144	182295	False	False	.	.
chrI	182927	183078	True	False	G4	stable
chrI	183261	183412	False	False	stable	stable
chrI	183416	183567	False	False	.	.
chrI	184785	184936	True	True	.	.
chrI	188566	188717	True	False	.	.
chrI	196825	196976	True	False	.	.
chrI	202163	202314	True	False	.	.
chrI	204401	204552	True	True	.	.
chrI	206007	206158	False	False	.	.
chrI	215667	215818	True	False	.	.
chrI	215836	215987	True	False	G2	stable
chrI	217734	217885	True	False	Mix8	stable
chrI	226835	226986	True	False	.	.
chrI	230511	230662	True	False	.	.
chrI	231335	231486	True	False	.	.
chrI	231966	232117	False	False	.	.
chrI	232644	232795	False	False	.	.
chrI	237724	237875	True	False	.	.
chrI	238032	238183	False	False	.	.
chrI	238435	238586	False	False	.	.
chrI	240340	240491	True	False	.	.
chrI	240779	240930	True	False	.	.
chrI	251745	251896	True	False	.	.
chrI	251910	252061	True	False	G2	stable
chrI	257942	258093	True	False	.	.
chrI	258518	258669	False	False	.	.
chrI	260242	260393	True	False	.	.
chrI	260864	261015	True	False	.	.
chrI	262026	262177	True	False	.	.
chrI	262814	262965	False	False	.	.
chrI	267240	267391	True	False	Mix8	stable
chrI	268137	268288	True	False	.	.
chrI	270330	270481	True	False	.	.
chrI	270973	271124	True	False	.	.
chrI	272558	272709	True	False	.	.
chrI	273598	273749	True	False	.	.
chrI	274470	274621	True	False	.	.
chrI	275718	275869	True	False	.	.
chrI	276570	276721	True	False	.	.
chrI	277106	277257	True	False	Mix4	stable
chrI	278092	278243	False	False	.	.
chrI	279892	280043	False	False	stable	stable
chrI	280353	280504	False	False	.	.
chrI	282027	282178	True	False	Mix3	stable
chrI	287791	287942	True	False	.	.
chrI	288130	288281	True	False	.	.
chrI	289111	289262	False	False	stable	stable
chrI	290377	290528	False	False	.	.
chrI	293197	293348	True	False	Mix4	stable
chrI	295960	296111	True	False	.	.
chrI	296237	296388	True	False	.	.
chrI	297434	297585	True	False	.	.
chrI	297619	297770	True	False	.	.
chrI	298430	298581	True	False	.	.
chrI	299772	299923	True	False	.	.
chrI	300739	300890	False	False	.	.
chrI	301309	301460	False	False	.	.
chrI	301548	301699	False	False	.	.
chrI	302102	302253	True	False	Mix1	stable
chrI	305684	305835	False	False	.	.
chrI	305916	306067	False	False	.	.
chrI	308035	308186	False	False	.	.
chrI	308884	309035	False	False	.	.
chrI	310902	311053	True	False	.	.
chrI	311293	311444	True	False	.	.
chrI	314281	314432	False	False	.	.
chrI	315227	315378	False	False	stable	stable
chrI	315487	315638	True	False	.	.
chrI	316147	316298	True	False	.	.
chrI	316681	316832	False	False	.	.
chrI	318178	318329	False	False	.	.
chrI	321003	321154	False	False	stable	stable
chrI	323569	323720	True	False	G4	stable
chrI	335039	335190	True	False	.	.
chrI	342946	343097	False	False	.	.
chrI	347231	347382	True	False	G2	stable
chrI	347475	347626	True	False	G1	stable
chrI	348358	348509	False	False	stable	stable
chrI	354499	354650	False	False	.	.
chrI	363984	364135	True	False	.	.
chrI	364271	364422	True	False	G2	stable
chrI	377324	377475	False	False	.	.
chrI	378953	379104	False	False	.	.
chrI	381581	381732	True	False	.	.
chrI	381912	382063	True	False	.	.
chrI	382446	382597	False	False	stable	stable
chrI	382794	382945	False	False	.	.
chrI	389663	389814	False	False	.	.
chrI	390631	390782	False	False	.	.
chrI	395264	395415	True	False	Mix2	stable
chrI	395972	396123	True	False	.	.
chrI	397844	397995	True	False	Mix2	stable
chrI	398466	398617	True	False	G1	stable
chrI	400529	400680	True	True	.	.
chrI	414422	414573	True	False	.	.
chrI	418846	418997	True	False	Mix4	stable
chrI	419191	419342	False	False	.	.
chrI	424601	424752	True	False	.	.
chrI	426921	427072	True	False	.	.
chrI	429221	429372	True	False	.	.
chrI	430213	430364	True	False	.	.
chrI	432129	432280	True	True	G1	I+H [1]
chrI	432661	432812	True	False	.	.
chrI	433647	433798	False	False	.	.
chrI	434613	434764	True	False	.	.
chrI	435542	435693	True	False	.	.
chrI	436161	436312	False	False	.	.
chrI	436926	437077	True	False	.	.
chrI	437716	437867	True	False	.	.
chrI	438129	438280	True	False	.	.
chrI	439436	439587	True	False	.	.
chrI	440513	440664	True	False	.	.
chrI	440821	440972	True	False	.	.
chrI	441380	441531	True	False	.	.
chrI	442170	442321	True	False	.	.
chrI	443208	443359	True	False	.	.
chrI	445616	445767	True	False	.	.
chrI	446369	446520	True	False	.	.
chrI	447650	447801	True	False	.	.
chrI	448663	448814	True	False	.	.
chrI	449466	449617	True	False	.	.
chrI	452639	452790	True	False	.	.
chrI	453529	453680	True	False	.	.
chrI	454817	454968	True	False	.	.
chrI	461671	461822	True	False	G4	stable
chrI	471046	471197	True	False	.	.
chrI	475487	475638	True	False	.	.
chrI	476370	476521	True	False	.	.
chrI	477459	477610	True	False	Mix7	stable
chrI	488344	488495	False	False	stable	stable
chrI	489880	490031	True	True	I2	I
chrI	492427	492578	False	True	.	.
chrI	492687	492838	False	False	.	.
chrI	495554	495705	False	True	.	.
chrI	506274	506425	True	False	G1	stable
chrI	509951	510102	True	True	.	.
chrI	510465	510616	False	False	.	.
chrI	510780	510931	True	False	Mix8	stable
chrI	511173	511324	True	False	.	.
chrI	515173	515324	True	True	.	.
chrI	516342	516493	True	False	.	.
chrI	516716	516867	True	False	Mix3	stable
chrI	518192	518343	False	False	stable	stable
chrI	518546	518697	False	False	stable	stable
chrI	519500	519651	False	False	.	.
chrI	519880	520031	True	False	G1	stable
chrI	520355	520506	True	False	.	.
chrI	521439	521590	True	False	Mix4	stable
chrI	524261	524412	True	False	.	.
chrI	524577	524728	True	True	.	.
chrI	526200	526351	True	False	.	.
chrI	527268	527419	True	False	.	.
chrI	527540	527691	True	False	.	.
chrI	528015	528166	True	False	.	.
chrI	529259	529410	True	False	H	stable
chrI	529557	529708	True	True	H	I+H [2]
chrI	529911	530062	True	False	.	.
chrI	530211	530362	True	False	H	stable
chrI	530466	530617	True	False	H	stable
chrI	531128	531279	True	False	.	.
chrI	531383	531534	True	False	.	.
chrI	531635	531786	True	False	H	stable
chrI	532895	533046	True	False	.	.
chrI	533218	533369	True	False	.	.
chrI	533479	533630	True	False	H	stable
chrI	534254	534405	True	False	G3	stable
chrI	535378	535529	True	False	G4	stable
chrI	536376	536527	False	False	.	.
chrI	536800	536951	False	False	stable	stable
chrI	537278	537429	True	False	.	.
chrI	538712	538863	False	False	stable	stable
chrI	542266	542417	True	False	.	.
chrI	543376	543527	True	False	.	.
chrI	545603	545754	True	False	.	.
chrI	545768	545919	True	False	I1	stable
chrI	546615	546766	False	False	.	.
chrI	547202	547353	False	False	stable	stable
chrI	547514	547665	False	False	.	.
chrI	548093	548244	True	False	.	.
chrI	548412	548563	True	False	.	.
chrI	549325	549476	True	False	.	.
chrI	549967	550118	False	False	.	.
chrI	550456	550607	True	True	G3	I+H [2]
chrI	556118	556269	False	True	.	.
chrI	557289	557440	True	False	H	stable
chrI	561140	561291	True	False	.	.
chrI	562622	562773	False	True	stable	Mix1
chrI	562987	563138	True	False	.	.
chrI	565066	565217	False	False	.	.
chrI	566552	566703	True	False	Mix4	stable
chrI	572756	572907	True	False	.	.
chrI	575159	575310	True	True	H	I+H [1]
chrI	597055	597206	True	False	.	.
chrI	606635	606786	True	False	.	.
chrI	608904	609055	True	False	Mix1	stable
chrI	611702	611853	False	False	.	.
chrI	613173	613324	True	False	.	.
chrI	613311	613462	True	False	.	.
chrI	618022	618173	True	True	I2	I+H [1]
chrI	629589	629740	True	False	Mix8	stable
chrI	630263	630414	True	False	.	.
chrI	636763	636914	True	False	G4	stable
chrI	638012	638163	True	False	G3	stable
chrI	638324	638475	True	True	.	.
chrI	640117	640268	False	False	stable	stable
chrI	644881	645032	True	False	.	.
chrI	649573	649724	False	False	.	.
chrI	653957	654108	True	False	G4	stable
chrI	663586	663737	True	False	G4	stable
chrI	663971	664122	True	False	.	.
chrI	666417	666568	False	False	.	.
chrI	670851	671002	True	False	.	.
chrI	678257	678408	True	True	.	.
chrI	680054	680205	True	False	I2	stable
chrI	681488	681639	True	False	.	.
chrI	682941	683092	True	False	.	.
chrI	691389	691540	False	False	.	.
chrI	716297	716448	False	False	.	.
chrI	716703	716854	False	False	stable	stable
chrI	717719	717870	True	False	.	.
chrI	719588	719739	True	False	G1	stable
chrI	719921	720072	True	False	G3	stable
chrI	720274	720425	True	False	.	.
chrI	737588	737739	False	False	stable	stable
chrI	744883	745034	True	False	.	.
chrI	745495	745646	True	True	H	I+H [2]
chrI	754147	754298	False	True	.	.
chrI	754614	754765	True	True	.	.
chrI	756959	757110	True	False	H	stable
chrI	762058	762209	True	False	Mix8	stable
chrI	762430	762581	True	True	.	.
chrI	763453	763604	True	True	H	I+H [2]
chrI	766064	766215	True	False	.	.
chrI	770779	770930	True	False	Mix6	stable
chrI	781576	781727	True	False	.	.
chrI	784086	784237	True	False	.	.
chrI	784517	784668	True	False	.	.
chrI	785303	785454	True	False	.	.
chrI	788100	788251	True	False	.	.
chrI	788613	788764	True	False	.	.
chrI	789474	789625	True	False	.	.
chrI	794500	794651	True	False	.	.
chrI	796991	797142	True	False	.	.
chrI	798393	798544	True	False	.	.
chrI	801349	801500	True	False	.	.
chrI	801589	801740	True	False	.	.
chrI	802009	802160	True	False	.	.
chrI	803805	803956	True	False	.	.
chrI	806914	807065	True	False	.	.
chrI	807659	807810	True	False	.	.
chrI	809011	809162	True	False	.	.
chrI	809243	809394	True	False	.	.
chrI	810865	811016	True	False	.	.
chrI	812295	812446	True	False	.	.
chrI	812616	812767	True	False	.	.
chrI	814026	814177	True	False	.	.
chrI	815682	815833	True	False	.	.
chrI	816061	816212	True	False	.	.
chrI	818191	818342	True	False	.	.
chrI	819584	819735	True	False	.	.
chrI	820087	820238	False	False	.	.
chrI	821591	821742	True	False	.	.
chrI	822759	822910	True	False	.	.
chrI	824784	824935	True	False	.	.
chrI	826336	826487	True	False	.	.
chrI	828048	828199	False	False	.	.
chrI	828740	828891	False	False	.	.
chrI	830006	830157	True	False	.	.
chrI	833960	834111	True	False	.	.
chrI	834631	834782	True	False	.	.
chrI	834836	834987	True	False	.	.
chrI	835337	835488	True	False	.	.
chrI	836127	836278	True	True	H	I+H [1]
chrI	840513	840664	True	False	.	.
chrI	843392	843543	True	False	.	.
chrI	849311	849462	True	False	.	.
chrI	851674	851825	True	False	Mix1	stable
chrI	852093	852244	True	False	.	.
chrI	852412	852563	False	False	stable	stable
chrI	852722	852873	False	False	stable	stable
chrI	853245	853396	False	False	stable	stable
chrI	872805	872956	False	False	.	.
chrI	873095	873246	False	False	.	.
chrI	879863	880014	True	False	Mix1	stable
chrI	880230	880381	True	False	.	.
chrI	881484	881635	True	False	Mix3	stable
chrI	881830	881981	True	False	.	.
chrI	882557	882708	True	False	Mix1	stable
chrI	882753	882904	True	False	Mix1	stable
chrI	882949	883100	True	False	Mix1	stable
chrI	884468	884619	True	False	.	.
chrI	884726	884877	False	False	.	.
chrI	885398	885549	True	False	.	.
chrI	886380	886531	False	True	.	.
chrI	887885	888036	True	False	.	.
chrI	890325	890476	True	True	.	.
chrI	890777	890928	False	True	.	.
chrI	895033	895184	True	False	G3	stable
chrI	896002	896153	False	False	stable	stable
chrI	907034	907185	False	False	.	.
chrI	920499	920650	True	False	.	.
chrI	927120	927271	True	False	.	.
chrI	929718	929869	True	False	N+M	stable
chrI	935117	935268	False	True	stable	I+H [1]
chrI	935782	935933	True	True	.	.
chrI	936633	936784	True	True	Mix1	I+H [2]
chrI	938410	938561	True	True	Mix1	I+H [1]
chrI	939603	939754	True	True	.	.
chrI	946069	946220	True	False	.	.
chrI	946458	946609	False	False	.	.
chrI	954459	954610	True	False	.	.
chrI	954980	955131	True	False	.	.
chrI	955271	955422	True	False	.	.
chrI	955531	955682	True	False	.	.
chrI	957437	957588	True	True	Mix2	I+H [2]
chrI	959975	960126	True	False	.	.
chrI	961340	961491	True	False	.	.
chrI	961544	961695	False	False	.	.
chrI	963616	963767	True	False	.	.
chrI	963975	964126	True	False	.	.
chrI	969147	969298	False	False	.	.
chrI	969423	969574	True	False	.	.
chrI	973143	973294	False	False	stable	stable
chrI	973786	973937	True	True	G2	I+H [2]
chrI	978265	978416	True	False	I1	stable
chrI	978675	978826	True	False	H	stable
chrI	979547	979698	True	False	.	.
chrI	983080	983231	True	False	.	.
chrI	984446	984597	True	False	Mix3	stable
chrI	985074	985225	True	False	Mix1	stable
chrI	985972	986123	True	False	.	.
chrI	986797	986948	True	False	.	.
chrI	987655	987806	True	False	I2	stable
chrI	989005	989156	True	False	Mix3	stable
chrI	990408	990559	False	False	.	.
chrI	998486	998637	True	False	.	.
chrI	999210	999361	True	False	.	.
chrI	999994	1000145	True	False	.	.
chrI	1000900	1001051	True	False	.	.
chrI	1006007	1006158	True	False	.	.
chrI	1014420	1014571	True	False	G1	stable
chrI	1014580	1014731	True	False	G2	stable
chrI	1015051	1015202	True	True	I1	I+H [2]
chrI	1016953	1017104	True	True	.	.
chrI	1017495	1017646	True	True	I1	I+H [2]
chrI	1018922	1019073	True	False	.	.
chrI	1021518	1021669	True	True	.	.
chrI	1022186	1022337	True	True	.	.
chrI	1029726	1029877	False	False	.	.
chrI	1030102	1030253	True	False	G4	stable
chrI	1030886	1031037	False	False	.	.
chrI	1031895	1032046	False	False	stable	stable
chrI	1033597	1033748	True	False	G3	stable
chrI	1033945	1034096	True	False	G1	stable
chrI	1034295	1034446	True	False	G4	stable
chrI	1038262	1038413	True	False	.	.
chrI	1041021	1041172	True	False	Mix8	stable
chrI	1046390	1046541	False	True	.	.
chrI	1049227	1049378	True	False	I2	stable
chrI	1050439	1050590	False	False	.	.
chrI	1051893	1052044	False	False	.	.
chrI	1052224	1052375	True	False	G1	stable
chrI	1053703	1053854	True	False	.	.
chrI	1062079	1062230	True	False	Mix1	stable
chrI	1067065	1067216	True	False	G4	stable
chrI	1068179	1068330	True	False	Mix1	stable
chrI	1068402	1068553	True	False	N+M	stable
chrI	1069243	1069394	True	False	.	.
chrI	1069666	1069817	True	False	Mix3	stable
chrI	1070008	1070159	True	False	.	.
chrI	1077334	1077485	True	False	.	.
chrI	1082504	1082655	True	False	.	.
chrI	1090418	1090569	True	False	.	.
chrI	1095642	1095793	True	False	.	.
chrI	1096048	1096199	True	False	.	.
chrI	1099193	1099344	False	False	.	.
chrI	1100709	1100860	True	False	Mix2	stable
chrI	1102268	1102419	False	False	.	.
chrI	1103392	1103543	True	False	.	.
chrI	1106517	1106668	True	False	I2	stable
chrI	1110597	1110748	True	False	.	.
chrI	1112332	1112483	True	True	Mix8	Mix3
chrI	1119269	1119420	True	True	.	.
chrI	1125001	1125152	True	False	.	.
chrI	1126314	1126465	True	False	.	.
chrI	1127094	1127245	True	False	.	.
chrI	1128200	1128351	True	False	.	.
chrI	1130854	1131005	True	False	.	.
chrI	1132012	1132163	True	False	.	.
chrI	1135517	1135668	True	False	.	.
chrI	1139911	1140062	True	False	.	.
chrI	1150223	1150374	True	True	.	.
chrI	1153156	1153307	True	False	.	.
chrI	1153392	1153543	True	False	.	.
chrI	1156107	1156258	False	False	stable	stable
chrI	1156703	1156854	True	False	.	.
chrI	1157560	1157711	True	False	.	.
chrI	1159118	1159269	False	False	.	.
chrI	1161681	1161832	False	False	.	.
chrI	1166356	1166507	True	False	.	.
chrI	1174913	1175064	True	True	.	.
chrI	1175406	1175557	False	False	.	.
chrI	1175792	1175943	True	False	G3	stable
chrI	1183916	1184067	True	False	.	.
chrI	1199481	1199632	False	False	.	.
chrI	1217333	1217484	True	False	H	stable
chrI	1218551	1218702	True	False	.	.
chrI	1226276	1226427	True	False	.	.
chrI	1226645	1226796	False	False	.	.
chrI	1227880	1228031	True	False	.	.
chrI	1228613	1228764	True	False	.	.
chrI	1229334	1229485	False	False	stable	stable
chrI	1229733	1229884	False	False	.	.
chrI	1230479	1230630	False	False	stable	stable
chrI	1230849	1231000	False	False	stable	stable
chrI	1231507	1231658	False	False	.	.
chrI	1241388	1241539	True	False	.	.
chrI	1251575	1251726	True	False	.	.
chrI	1256066	1256217	True	False	.	.
chrI	1257881	1258032	True	False	.	.
chrI	1258566	1258717	True	False	.	.
chrI	1259494	1259645	True	False	.	.
chrI	1261628	1261779	True	False	.	.
chrI	1264083	1264234	False	False	.	.
chrI	1269328	1269479	True	True	.	.
chrI	1271079	1271230	True	False	H	stable
chrI	1271436	1271587	True	False	.	.
chrI	1272552	1272703	True	False	.	.
chrI	1273863	1274014	True	False	.	.
chrI	1274036	1274187	True	False	.	.
chrI	1288804	1288955	True	False	.	.
chrI	1290465	1290616	False	False	.	.
chrI	1291281	1291432	False	False	.	.
chrI	1294230	1294381	False	False	.	.
chrI	1295550	1295701	True	False	.	.
chrI	1296640	1296791	True	False	.	.
chrI	1298908	1299059	True	False	.	.
chrI	1300092	1300243	True	False	.	.
chrI	1301568	1301719	True	False	.	.
chrI	1303014	1303165	False	True	.	.
chrI	1304082	1304233	False	False	.	.
chrI	1304333	1304484	True	False	.	.
chrI	1305334	1305485	True	False	Mix6	stable
chrI	1305727	1305878	True	False	.	.
chrI	1311072	1311223	True	False	.	.
chrI	1312905	1313056	False	False	.	.
chrI	1313681	1313832	True	False	.	.
chrI	1315549	1315700	True	False	.	.
chrI	1316145	1316296	False	False	.	.
chrI	1317086	1317237	False	False	.	.
chrI	1322043	1322194	True	False	.	.
chrI	1327936	1328087	False	False	.	.
chrI	1331184	1331335	True	True	.	.
chrI	1335234	1335385	False	False	stable	stable
chrI	1336773	1336924	False	False	stable	stable
chrI	1339709	1339860	True	False	.	.
chrI	1340096	1340247	True	False	G4	stable
chrI	1340525	1340676	False	False	stable	stable
chrI	1340986	1341137	True	False	.	.
chrI	1341378	1341529	True	False	.	.
chrI	1342174	1342325	True	False	.	.
chrI	1346214	1346365	True	False	.	.
chrI	1356523	1356674	False	False	.	.
chrI	1359580	1359731	False	False	.	.
chrI	1360192	1360343	True	False	.	.
chrI	1361301	1361452	True	False	Mix1	stable
chrI	1363708	1363859	True	False	.	.
chrI	1365425	1365576	False	False	.	.
chrI	1368822	1368973	True	False	.	.
chrI	1371187	1371338	False	False	.	.
chrI	1392560	1392711	True	False	.	.
chrI	1392915	1393066	True	False	Mix4	stable
chrI	1394261	1394412	True	False	G2	stable
chrI	1410014	1410165	True	True	.	.
chrI	1415520	1415671	False	False	.	.
chrI	1415944	1416095	True	False	G3	stable
chrI	1416102	1416253	False	False	stable	stable
chrI	1425242	1425393	True	False	.	.
chrI	1426162	1426313	False	False	.	.
chrI	1435235	1435386	False	False	stable	stable
chrI	1435592	1435743	False	False	.	.
chrI	1444209	1444360	False	False	stable	stable
chrI	1447004	1447155	True	False	.	.
chrI	1451574	1451725	True	False	.	.
chrI	1453076	1453227	True	False	Mix6	stable
chrI	1455334	1455485	True	False	.	.
chrI	1459069	1459220	True	False	.	.
chrI	1471123	1471274	True	False	Mix1	stable
chrI	1476656	1476807	False	True	.	.
chrI	1479352	1479503	True	False	.	.
chrI	1481610	1481761	True	False	Mix4	stable
chrI	1482827	1482978	True	False	.	.
chrI	1493530	1493681	False	False	.	.
chrI	1508675	1508826	True	False	.	.
chrI	1514521	1514672	True	False	G4	stable
chrI	1535737	1535888	True	False	.	.
chrI	1537259	1537410	False	True	.	.
chrI	1537928	1538079	True	False	.	.
chrI	1539006	1539157	False	False	.	.
chrI	1540594	1540745	True	False	.	.
chrI	1540896	1541047	True	False	.	.
chrI	1541460	1541611	True	False	.	.
chrI	1548249	1548400	False	False	.	.
chrI	1557436	1557587	False	False	.	.
chrI	1558571	1558722	True	False	.	.
chrI	1559174	1559325	True	False	Mix6	stable
chrI	1562641	1562792	True	False	Mix2	stable
chrI	1564114	1564265	True	False	.	.
chrI	1565223	1565374	True	False	.	.
chrI	1574235	1574386	False	True	.	.
chrI	1575622	1575773	False	False	.	.
chrI	1581221	1581372	True	False	.	.
chrI	1582021	1582172	True	False	.	.
chrI	1583400	1583551	True	False	.	.
chrI	1585153	1585304	True	False	.	.
chrI	1588221	1588372	False	False	stable	stable
chrI	1596598	1596749	False	False	.	.
chrI	1598560	1598711	True	False	Mix1	stable
chrI	1610116	1610267	True	False	G4	stable
chrI	1626490	1626641	False	False	.	.
chrI	1628637	1628788	True	False	I2	stable
chrI	1634527	1634678	True	True	H	I+H [1]
chrI	1636521	1636672	True	False	.	.
chrI	1641390	1641541	True	False	.	.
chrI	1651382	1651533	True	False	Mix4	stable
chrI	1656779	1656930	False	False	stable	stable
chrI	1667364	1667515	True	False	H	stable
chrI	1669118	1669269	True	False	.	.
chrI	1672398	1672549	True	False	.	.
chrI	1676588	1676739	True	False	Mix2	stable
chrI	1677539	1677690	False	False	.	.
chrI	1678984	1679135	False	False	stable	stable
chrI	1680384	1680535	False	False	.	.
chrI	1686251	1686402	False	False	stable	stable
chrI	1687744	1687895	False	False	stable	stable
chrI	1688945	1689096	True	False	Mix3	stable
chrI	1691112	1691263	True	False	.	.
chrI	1691395	1691546	True	False	.	.
chrI	1693025	1693176	True	False	.	.
chrI	1693242	1693393	True	False	.	.
chrI	1695158	1695309	True	False	Mix2	stable
chrI	1697076	1697227	True	False	.	.
chrI	1697993	1698144	True	False	Mix2	stable
chrI	1701838	1701989	False	False	stable	stable
chrI	1715207	1715358	False	False	.	.
chrI	1717510	1717661	True	False	G4	stable
chrI	1719151	1719302	True	False	Mix4	stable
chrI	1720665	1720816	True	False	.	.
chrI	1721587	1721738	True	False	.	.
chrI	1722650	1722801	False	False	.	.
chrI	1728929	1729080	True	False	.	.
chrI	1729647	1729798	True	False	H	stable
chrI	1731062	1731213	True	False	.	.
chrI	1740765	1740916	True	True	.	.
chrI	1751082	1751233	True	False	G4	stable
chrI	1774660	1774811	True	False	.	.
chrI	1777441	1777592	True	False	.	.
chrI	1778779	1778930	False	False	stable	stable
chrI	1791809	1791960	False	False	.	.
chrI	1792634	1792785	False	False	stable	stable
chrI	1793072	1793223	False	False	.	.
chrI	1797275	1797426	False	False	.	.
chrI	1800166	1800317	True	False	.	.
chrI	1807963	1808114	True	False	N+M	stable
chrI	1808646	1808797	False	False	.	.
chrI	1809754	1809905	False	False	.	.
chrI	1815939	1816090	False	False	stable	stable
chrI	1823038	1823189	True	False	G3	stable
chrI	1823210	1823361	False	False	stable	stable
chrI	1825964	1826115	True	True	.	.
chrI	1826205	1826356	False	False	.	.
chrI	1832205	1832356	False	False	.	.
chrI	1832613	1832764	False	False	stable	stable
chrI	1834889	1835040	False	False	.	.
chrI	1835095	1835246	False	False	.	.
chrI	1835533	1835684	True	False	Mix2	stable
chrI	1836212	1836363	True	False	.	.
chrI	1836350	1836501	True	False	.	.
chrI	1836469	1836620	True	False	.	.
chrI	1836782	1836933	True	False	.	.
chrI	1836993	1837144	True	False	.	.
chrI	1837679	1837830	False	False	.	.
chrI	1839749	1839900	False	False	.	.
chrI	1840860	1841011	False	False	.	.
chrI	1841203	1841354	False	False	.	.
chrI	1842009	1842160	False	False	.	.
chrI	1842435	1842586	False	False	stable	stable
chrI	1845024	1845175	True	False	G4	stable
chrI	1852707	1852858	True	False	.	.
chrI	1853010	1853161	True	False	G3	stable
chrI	1861842	1861993	True	False	.	.
chrI	1869124	1869275	False	False	.	.
chrI	1870848	1870999	False	False	.	.
chrI	1872350	1872501	True	False	.	.
chrI	1872572	1872723	True	False	G2	stable
chrI	1873860	1874011	True	False	Mix2	stable
chrI	1874544	1874695	True	False	.	.
chrI	1876526	1876677	False	False	.	.
chrI	1877774	1877925	True	False	.	.
chrI	1878110	1878261	False	False	.	.
chrI	1878915	1879066	True	False	.	.
chrI	1888646	1888797	True	False	.	.
chrI	1895052	1895203	True	False	G4	stable
chrI	1911723	1911874	True	True	.	.
chrI	1913986	1914137	True	True	I1	I+H [2]
chrI	1915963	1916114	True	True	.	.
